name,address,location,cuisines,rating,votes,average_cost_two,budget_tier,online_order,book_table,rest_type,is_pure_vegetarian,serves_alcohol,is_family_friendly,is_spicy_food,is_quick_service,reviews_sample
The Platonic Cafe,"20, KVG Avenue, 1st Phase, Jigani Main Road, Electronic City, Bangalore",Electronic City,"Cafe, Beverages",0.0,0,500.0,medium,Yes,No,Cafe,False,False,False,False,False,"[('Rated 5.0', 'RATED\n  Can say best cafe in E city... Tasty food... Best place to hang out!!!\nPastas and mocktail and Cajun potatoes and onion rings must try here...'), ('Rated 4.0', 'RATED\n  A brand New Cafe, I must say its very peaceful cafe at E-city, its bit away from busy area,  its located close to Uniworld, parking is available, I just tried Paneer makani Burgar and panner popcorn both tasted really good .  good place for work and hangout. they got smoking area too.'), ('Rated 5.0', ""RATED\n  The food was fresh and so yummy properly prepared and a great value for the price. I normal"
She Brews,"Site 20, 3rd Floor, Neeladri Road, Near Wipro Gate 16, Electronic City Phase 1, Electronic City, Bangalore",Electronic City,"Cafe, Continental, Thai, Chinese",3.8,159,400.0,medium,Yes,No,Cafe,False,False,False,True,False,"[('Rated 1.0', ""RATED\n  Am a regular customer. The service has degraded over time. First ordered lemon coriander chicken soup. Was served lemon pepper soup. These kind of mistakes happen every now and then. Ordered starters as well which never came. In more than 1 hour of wait we asked the waiter 4 times when the starter will be served. All the time we received the response that it was being prepared. After the long wait they informed that they hadn't even started preparing it yet! Had to leave with only soup in belly!""), ('Rated 5.0', 'RATED\n  This is my favourite restaurant in Electronic C"
Rags on Fire,"5th Floor, Uniworld Commercial Complex, Phase 1, Electronic City, Bangalore",Electronic City,Cafe,3.1,64,600.0,medium,Yes,No,Cafe,False,False,False,False,False,"[('Rated 3.0', 'RATED\n  Good place to hang out but didnÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92t find music. Have limited suggestion on drinks.\nHookah here is okay but need coal then readymade one. Lassi is good ...'), ('Rated 3.0', ""RATED\n  It's next to Gilly's in e city and it's quite empty on weekends .the reason is that they have shitty ambience and you have to connect through Bluetooth and play own music. The hookah prices are reasonable though and we had some Chinese platter that tasted like road side quality.would not recommend this place to anyone"")]"
Cafe Crumb'z,"1, Nithin Building, Vinayaka Layout, Doddathogur Phase 1, Electronic City, Bangalore",Electronic City,"Cafe, Beverages, Fast Food",3.3,4,300.0,low,No,No,"Cafe, Dessert Parlor",False,False,False,False,False,[]
Chef Baker's,"59/4, Velankani Drive, Doodathogur Begur Hobli, Opposite BHEL Gate 3, Phase 1, Electronic City, Bangalore",Electronic City,"Bakery, Fast Food, Pizza, Burger, Cafe",3.8,101,600.0,medium,Yes,No,"Bakery, Quick Bites",False,False,False,False,True,"[('Rated 5.0', 'RATED\n  The cakes here are amazing.\nThe service is super friendly and they cater to their customer needs.\nThey are better than most bakeries in electronic city.')]"
Cuppa,"49-51, Concorde Silicon Valley, Next to Wipro, Doddathogur, Electronic City, Bangalore",Electronic City,"Cafe, Fast Food, Continental",3.0,119,700.0,medium,Yes,No,Cafe,False,False,False,True,False,"[('Rated 3.0', 'RATED\n  Went to this restaurant couple of times. One time experience was very good another time it was average. Ambience is nice. Roof top restaurant. Prices are affordable. Special call out for food is Chicken Pepper srilankan and Chicken manchurian. Can visit place.')]"
Manasa Cool Cafe,"3rd Cross Road, Next to Canara Bank Phase 1, Electronic City, Bangalore",Electronic City,"Fast Food, Juices, Cafe, Desserts",3.2,7,300.0,low,Yes,No,Cafe,False,False,False,False,False,[]
Entree cafe,"K137, Neeladri Road, Karuna Nagar, Electronic City, Bangalore",Electronic City,"Cafe, Bakery, Desserts",3.7,56,400.0,medium,Yes,No,"Cafe, Bakery",False,False,False,False,False,"[('Rated 4.0', 'RATED\n  Cool place just at the end of neeladri road, near to brand factory and uni world. Get snacks, deserts, lassis and hang out with your friends for a chit chat. Will surely recommend.'), ('Rated 3.0', 'RATED\n  We had ordered a lychee cake and a royal falooda. The cake was tasty and good and was not dry. However the royal falooda tool around 10 mins to be served. The taste was good.\n\nThe music was too loud for the small place. If the service and the music made a bit less loud the place is worth a visit again.'), ('Rated 3.0', ""RATED\n  Good place for evening meet ups ! "
Cafe Coffee Day,"9, Ground Floor, Infosys Gate 3, Konappana Agrahara Village, Electronic City, Bangalore",Electronic City,"Cafe, Fast Food",3.7,28,900.0,medium,No,No,Cafe,False,False,False,False,False,"[('Rated 4.0', 'RATED\n  Cool place to hangout, when you got to meet friends outside office during office hours. Love their cocoa fantasy, my all time favorite at CCD. Ambiance is good. Service is a bit slow though.'), ('Rated 4.0', ""RATED\n  Good and quiet place for conducting meetings. I found some of the staffs well trained and professional whereas some where meh. Washroom is too dirty and that's the one problem I have with this outlet. Apart from that, maintains CCD standards upto an extent."")]"
Magic Oven,"55, Green Garden Layout, Singasandra , Manipal County Road, Electronic City, Bangalore",Electronic City,"Cafe, Desserts",4.0,134,400.0,medium,No,No,"Cafe, Dessert Parlor",False,True,True,True,True,"[('Rated 2.0', ""RATED\n  We ordered Red Velvet cake on 12Jan2019. The artificial flavours used were sticking to the hands. Design was not as per the promise. Fondant material flowers were not made.Completely disappointed. NO SKILLED CHEFs. Won't repeat a second time""), ('Rated 5.0', 'RATED\n  Variety of items from bakery to snacks.Each item tastes really nice. To mention few, the cakes of all flavours, puffs, fajita sandwich, pasta, juicea and shakes. Party cakes are to relish\nVery much budget friendly.\nHome delivery service is also equally prompt and good.'), ('Rated 5.0', 'RATED\n  This pl"
The Hungry Shark Cafe,"227, 2nd Cross, Axis Bank Building, Neeladri Road, Phase 1, Electronic City, Bangalore",Electronic City,"Cafe, Continental, Beverages",3.9,117,700.0,medium,No,No,Cafe,False,False,False,False,False,"[('Rated 5.0', 'RATED\n  I have ordered twice from here and liked the food both times.\n\nPasta was tastily cheesy.\nChicken stroganoff was buttery and yumny. It came with a small quantity of fried rice which was decent but a little oily.'), ('Rated 5.0', ""RATED\n  Pocket friendly cafe serving delicious food around in electronic city. Nice ambience, friendly staff and awesome music.\nOn Monday's open mic comedy is there which is actually very relaxing and enjoyable."")]"
KA 51 Restocafe,"Hulimangala Rd, Bengaluru, Karnataka 560100, India",Electronic City,"Cafe, Mughlai",3.9,39,650.0,medium,No,No,Cafe,False,False,True,False,False,"[('Rated 5.0', 'RATED\n  Peacefull place .. very friendly staff... head of the cafe is so cool and supportive .. as me n r friends had been der for a bachelorette party .. v asked dem to open the restaurant a bit early for r decorations .. n he dint say a word against it .. n just in seconds he agreed to open d restaurant early according to r timings.. so co-operative.. I shall rate the place more dan 5... food n hookah both r awesome .. the best place to be .. ??'), ('Rated 4.0', 'RATED\n  A cool place with no disturbance, as it is located a couple of kilometres from the main road. This has f"
Cafe HIGHRANGERS,"73, Sports Base, Bettadasanapura Main Road, Opposite All Saints Service Station, Electronic City, Bangalore",Electronic City,"Cafe, Fast Food, Chinese",3.3,4,400.0,medium,Yes,No,Cafe,False,False,True,False,True,"[('Rated 5.0', ""RATED\n  I loved the ambience. The food was good and staff were friendly and polite. Very lively atmosphere with the sports arena in view- the place organises football matches and training. It's a great place for an 'after work quick hangout' or a full-fledged family time on an evening over the weekend.\nI would recommend this place to anyone staying in and around Electronic city to drive in and enjoy a good time over some nice food.""), ('Rated 5.0', 'RATED\n  Awesome ambiance and best place to hang out. Clean and tidy place and food is served with quality and standard. Friendl"
B Penguin Restaurant & Cafe,"8-9, Phase 2, Electronic City, Bangalore",Electronic City,Cafe,0.0,0,300.0,low,No,No,Quick Bites,False,False,False,False,True,[]
Sweet Revenge Bake N Cafe,"305, Parappana Agrahara Main Road, Sai Sree Layout, Parappana Agrahara, Electronic City, Bengaluru",Electronic City,"Bakery, Fast Food, Cafe",0.0,0,200.0,low,No,No,Quick Bites,False,False,False,False,True,[]
Happy Cups,"254/185/26, Baswer Sannidhi, 2nd Main Road, Neeladri layout, Doddathoguru, Electronics City Phase 1, Electronic City, Bangalore",Electronic City,"Bakery, Cafe, Sandwich",0.0,0,300.0,low,No,No,Quick Bites,False,False,False,False,True,[]
24 Hours Coffee Drop - La Classic,"158, Hotel La Classic, Yedavanahalli, Attibele, Near Electronic City, Electronic City, Bangalore",Electronic City,Cafe,3.4,9,800.0,medium,No,No,Cafe,False,False,True,True,True,"[('Rated 4.0', 'RATED\n  I was staying in this hotel and came down for the buffet breakfast they were serving in their cafe. The ambience was good to have any kind of meal. There were some window seats if we go and want to have a long and nice dinner. There were aisle seats in case we want a quick meal.\n\nThe staff were courteous and were serving us promptly. The buffet spread was not too big but decent and covered few and missed few.\n\nThe buffet contained aloo parathas which were very tasty. The noodles was very oily. The potato cubes were absolutely lip smacking. The poori bhaji was good "
Kulhad Junction,"135, Sathyamma Layout, Kudlu, Electronic City, Bangalore",Electronic City,Cafe,0.0,0,100.0,low,No,No,Cafe,False,False,False,False,False,[]
JFD Cafe,"Samruddi Kuteera, Manipal County Road, AECS C Block, Singasandra, Electronic City, Bangalore",Electronic City,"Cafe, Fast Food",0.0,0,400.0,medium,No,No,Cafe,False,False,False,False,False,[]
The Chocolate Room,"5, By The Way Foodcourt, Skywards Tech Park, Doddathoguru Village, Phase 1, Electronic City, Bangalore",Electronic City,"Cafe, Beverages",2.8,43,600.0,medium,Yes,No,Cafe,False,False,False,False,False,"[('Rated 1.0', 'RATED\n  As bad as it can get, I had heard a lot about the chocolate room and hence wanted to try it. But this outlets simply fails.\nI had sizzling brownie, they burnt the brownie, the chocolate was diluted and hence tasted really really bad. I have had better sizzling brownies at generic places\n\nTaste - 1.5/5\nAmbience - 1/5\nValue for money - 1/5'), ('Rated 2.0', 'RATED\n  Ordered hot chocolate and snickers shake. Below average is the taste. ItÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92s situated in a complex and hence the seating isnÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x"
eat.fit,"84/4, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",Electronic City,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",0.0,0,500.0,medium,Yes,No,"Takeaway, Delivery",False,False,False,False,True,"[('Rated 4.0', 'RATED\n  I was waiting for eat.fit to get opened in EC. I am lovestruck with the food quality and perfection in packaging.\nThe only suggestion: It would be great, if you can mention the calories count in the dish description (on online page) itself.')]"
Lassi Adda,"Opposite Velankani Gate number 2, Doddathoguru, Electronic City, Bangalore",Electronic City,"Beverages, Sandwich, Fast Food",4.0,65,200.0,low,Yes,No,Beverage Shop,False,False,False,False,False,"[('Rated 4.0', 'RATED\n  My favourite go to place when running out of time. Always end up ordering the same ? Ordered chilly cheese sandwich, masala puri and paneer sandwich. Taste is what makes me visit this place several times. Would definitely recommend ?'), ('Rated 5.0', 'RATED\n  Awesome Lassi. Extremely thick and rightly sugared with a subtle pinch of flavour. Death by Chocolate is the best I ever had. Biggest plus is the extremely competitive pricing. With Swarna A')]"
Sitaar,"65, TS Arcade, Next To Michelin Tyre Centre, Chandarpura, Electronic City, Bangalore",Electronic City,"North Indian, Chinese",3.8,88,800.0,medium,Yes,Yes,Casual Dining,False,False,True,True,False,"[('Rated 5.0', ""RATED\n  Really good food and awesome packaging. I ordered for my birthday. Everyone loved it. It was fresh and piping hot. The noodles and peas pulse was awesome. The mutton masala and pepper chicken were delicious too. Thank you for team Sitaar. I'll definitely order again soon. Cheers"")]"
Karama Restaurant,"1st Floor Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",Electronic City,Arabian,0.0,0,400.0,medium,Yes,No,Quick Bites,False,False,False,False,True,"[('Rated 1.0', 'RATED\n  rasmalai is very bad.'), ('Rated 1.0', 'RATED\n  The chicken in the biriyani was not cooked properly. It was half boiled. I was a fan of Karama but not any more.'), ('Rated 2.0', 'RATED\n  I have ordered chicken mandhi one day and mutton kabsa other day. There was no difference between both mandhi and Kabsa. Same rice delivered and only change was a mutton piece instead of chicken. Please understand what is Kabsa before placing that on menu.'), ('Rated 1.0', ""RATED\n  I have placed an order by 9pm and the restaurant have accepted it. By 9:30 pm they declined the order "
FreshMenu,"177/90, Near Velankani Tech Park, Velankani Road, Dodda Thogur, Phase 1, Electronic City, Bangalore",South Bangalore,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",3.0,546,450.0,medium,Yes,No,Delivery,False,False,False,False,False,"[('Rated 1.0', 'RATED\n  This outlet is worst than other outlets. Most of the time they run out with items and call to let you know that they are replacing what you ordered with anything that is randomly available, even when ordered way before heavy rush hour. The last order was way out of what was expected. Ordered a big cheese burger whicg was supposed to come with potato wedges. When I opened the packet, I was shocked to see a 5 rs lays potato chips packet inside. In which sense a potato chips replace potato wedges. The burger was equally bad, very dry and a little patty inside.'), ('Rated "
Dabba Gosht,"Kitchens@, 1st Floor Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",Electronic City,"Arabian, Middle Eastern",0.0,0,400.0,medium,Yes,No,"Takeaway, Delivery",False,False,False,False,True,"[('Rated 4.0', ""RATED\n  Ordered Dabba Gosht Box1 which contains 1 Karachi naan, bhunna chicken masala and salad. Taste wise it's good and timely delivered as well. Food was perfectly packed.""), ('Rated 1.0', 'RATED\n  From the old reviews, looks like delivering wrong order is normal for them. Was not different in my case. Ordered ghee rice, delivered tandoori roti.\nEverything was cold. Reshmi kebab was so cold, that it was almost inedible.\nShould have checked the other reviews before ordering. Did not and suffered.')]"
Vegetarea,"Kitchens@, 1st Floor Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",Electronic City,South Indian,0.0,0,250.0,low,Yes,No,"Takeaway, Delivery",True,True,False,True,True,"[('Rated 1.0', ""RATED\n  Bad taste, masala dosa aloo were half cooked. Coconut chutney was watery.\n\nVada was almost half size of we get outside at half the price.\n\nChutney was insufficient quantity, even though it didn't matter at taste was useless we had to throw it""), ('Rated 1.0', ""RATED\n  Worthless food... not at all tasty. Oil used to prepare vada is smelly. Don't order from this restaurant.""), ('Rated 1.0', ""RATED\n  Unfortunately I can't give good feedback. This place was suggested by Zomato instead of A2b. Ordered idli ( too sour), mini Tiffin ( sour idli, burned sheera, pongal wi"
Punjabites,"Kitchens@, 1st Floor Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",Electronic City,"North Indian, Charcoal Chicken",0.0,0,400.0,medium,Yes,No,"Takeaway, Delivery",False,False,False,False,True,"[('Rated 3.0', 'RATED\n  Can improve on the quantity\nFood taste wise was average\nordered chicken bhuna keema box which was average taste wise, herb chicken was good\nBut again the chicken Sheek quantity was just one')]"
The Good Bowl,"Shop 10-11, 2nd Cross Road, Near Infosys Gate 1, Electronic City, Bangalore",Electronic City,"Italian, North Indian, Biryani",3.9,23,500.0,medium,Yes,No,"Takeaway, Delivery",False,True,False,True,True,"[('Rated 4.0', 'RATED\n  A new place to order food from. I really enjoyed the bowls I ordered. My cook did not come one day and I ordered two bowls for the two of us. It was stomach filling and also tasty. There are continental flavors with our very own desi flavors. Which makes it even more better. The packaging was very neat and upto the mark.\n\nkeepitstylishdayita.com'), ('Rated 3.0', ""RATED\n  I ordered recently from them first time. I ordered panner mac and cheese becoz it was sounding interesting and chicken mughlai rice combo. Quantity of both the items is good. I didn't like the panne"
Empire Restaurant,"1st Floor, Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",Electronic City,"Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",0.0,0,400.0,medium,Yes,No,Quick Bites,False,False,False,False,True,"[('Rated 4.0', ""RATED\n  The best from Empire's i would say the meal boxes... Quantity, taste, hygiene everything is there.. Definitely they worth a 5star.. Definitely will recommend to everyone..."")]"
Al-Bek,"Kitchens@, 1st Floor Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",Electronic City,"Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",0.0,0,300.0,low,Yes,No,"Takeaway, Delivery",False,False,False,True,True,"[('Rated 1.0', ""RATED\n  Burnt food supplier. Cant chew either. This isn't the. All Bek i expected. May be chef is an cheaper hired one. Or an EOD finishing hurry that ended up me receiving charcoal turned chicken on an AL FAM order""), ('Rated 3.0', 'RATED\n  I ordered 2 Chicken Biriyani and one Mutton biriyani, but they delivered 1CB and 1MB, after many followup I got the remaining one, For biriyani, they gave Raita and Dal. First time I am seeing Dal as side dish for CB. Taste was okay and Quantity was more.No onion or green chutney served for Tandoori chicken. Price was reasonable.'), ('Rat"
Lassi Resto Cafe,"Velankani Drive, Doddathogur Main Road, Electronics City Phase 1, Electronic City, Bangalore",Electronic City,"Beverages, Fast Food",3.7,152,200.0,low,Yes,No,"Beverage Shop, Quick Bites",False,False,False,False,True,"[('Rated 3.0', ""RATED\n  Bad, worse, ok worse.. had ordered fruit custard and icecream.. received milkshake and some shit I don't know.. it's just 2 mins (200 mts) from my house still everything I RCVD was in liquid form""), ('Rated 3.0', ""RATED\n  Ordered cheese corn samosa from here. Size of the samosa is quite small. Taste wise it's average, not great. In stuffing chesse is there but hard to find corn, very less."")]"
Kitchens@Electronic City,"84/4, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",Electronic City,"Italian, Chinese, Continental, North Indian",0.0,0,600.0,medium,Yes,No,"Takeaway, Delivery",False,False,False,False,True,"[('Rated 1.0', 'RATED\n  New place in Ecity...place looks good .but I guess things just stop there.Order from Zomato for a Kababji special chicken Biryani and Dabba gosht box3.Food tasted horrible...very very oily that it was oozing out of the bag.Hope they improve.Delivery was quite late too.')]"
Delhi Base Sri Food Court,"Near BHEL, Velankani Road, Electronic City, Bangalore",Electronic City,"North Indian, South Indian, Chinese, Street Food",3.9,505,250.0,low,Yes,No,Quick Bites,False,False,False,True,True,"[('Rated 3.0', 'RATED\n  They delivered tasty veg food. Happy to have chosen them. The prices of the dishes were very reasonable too. Got a quick delivery with Zomato. Ordered Daal Makhni, Gobi Manchurian, Bhindi Fry, Plain Rice, and Mixed Veg Curry.'), ('Rated 5.0', ""RATED\n  The best place one can eat good north India food for cheap. I ordered dal makhnai, paneer and atta paratha. Service is really fast and food comes piping hot. Paratha are a must try. Although sitting area isn't that good so one can prefer ordering online."")]"
Easy Bites,"Kitchens@, 1st Floor Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",Electronic City,"Fast Food, Sandwich",0.0,0,300.0,low,Yes,No,"Takeaway, Delivery",False,False,False,False,True,"[('Rated 3.0', 'RATED\n  Reasonable price compared to other restaurants\nCrispy chicken could be a little better...outside it tastes good and inside even though it is baked good it tastes like raw chicken.\nBetter look after this'), ('Rated 1.0', 'RATED\n  Ordered crispy chicken it but I got crispy coating separate Chicken separate\n\nIt was Like eating boiled chicken\nWas unable to eat.\nDisappointed.'), ('Rated 1.0', 'RATED\n  Miss one item in delivery'), ('Rated 1.0', 'RATED\n  Missing item'), ('Rated 1.0', 'RATED\n  I ordered CHICKEN TAWA SHAWARMA and got SPOILED CHICKEN. It made me sick a"
Wakhra Swaad,"1, SJR Equinox Retail, Velankanni Drive, Phase 1, Electronic City, Bangalore",Electronic City,"North Indian, Biryani, Rolls, Beverages",3.4,83,300.0,low,Yes,No,Quick Bites,False,False,False,False,True,"[('Rated 3.0', 'RATED\n  Food is good but not the kind of you expect consider the prices. The spread is good and there are lots of dishes to try from, they surely can improve the taste of food. Have been there multiple times. I would recommend going here once in a while.'), ('Rated 2.0', 'RATED\n  At first I was glad to find this place as itÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92s tough to get Soya Chaap in Bangalore.\nBut when I tried their Masala Chaap. it was too dry when it supposed to be juicy.'), ('Rated 1.0', 'RATED\n  uncooked rumali roti. when I saw chaap I felt it is sent di"
Indian Food Court,"G.S. Palya Road, Near Indian Bank ATM ,Konappana Agrahara, Phase 2, Electronic City, Bangalore",Electronic City,"North Indian, Chinese, Fast Food",3.8,234,400.0,medium,Yes,No,Quick Bites,False,False,False,False,True,"[('Rated 4.0', 'RATED\n  Nice cheap and tasty food to have for lunch when not in a mood to cook.. generally order the nonveg meal.. its kind of good. Not that rich not that oily.. just make the dal a bit more thick..')]"
Maa Reddy's Hyderabadi Biryani House,"Shop 5, Katha 795, Fruit Market Road, Shanthipura, Phase 2, Electronic City, Bangalore",Electronic City,"Biryani, Andhra, North Indian",3.0,50,500.0,medium,Yes,No,Quick Bites,False,False,False,False,True,"[('Rated 1.0', ""RATED\n  Normally order the biriyani gulab jaamun combo that costs you Rs. 99.\nTaste is somewhat ordinary, still the handsome amount of rice makes up for that.\nAstonishingly, they do not maintain a standard taste; meaning, the taste of biriyani changes from day to day.\nLet's address the elephant in the room.\nI found rotten pieces of chicken, partially cooked within the biriyani today.\nRice tasted funny and discoloured chicken grabbed my attention.\nDon't make the under 99 offer an instrument to sell your left over food.\nThere are people who rely on cheap food.\nAnd there "
Beijing Bites,"Kitchens@, 1st Floor Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",Electronic City,"Chinese, Thai, Momos",0.0,0,400.0,medium,Yes,No,"Takeaway, Delivery",False,False,False,True,True,"[('Rated 1.0', 'RATED\n  Food was not at all upto the standard of Beijing Bites. Ordered Thai Chilli Chicken but the chicken was very stiff and chewy. Please improve the quality of food.'), ('Rated 4.0', 'RATED\n  I had ordered a Non veg Fried rice combo. The taste was good. The combo came in a small box. And quantity of the food was less than needed....')]"
Fresh 'N' Grills,"47/73, Doddathogur Road, Phase-1, Electronic City, Bangalore",Electronic City,"Sandwich, Salad, North Indian, Chinese",3.2,234,500.0,medium,Yes,No,"Takeaway, Delivery",False,False,False,False,True,"[('Rated 3.0', ""RATED\n  Ordered egg noodles....it wasn't looking appetising....it lack spice....it wasn't that tasty....oil was floating in the tin foil.....taste was average...as I got bored of eating it after 5 6 spoons....packaging was okay...one fork was provided...""), ('Rated 3.0', 'RATED\n  Ordered shezwan chicken noodles was great\nChicken Manchurian was average can improve on the taste\nFish fry was average\nCan overall improve the taste on food\nDelivery through Zomato has a good quantity\nPocket friendly place'), ('Rated 1.0', 'RATED\n  Pathetic..\nNEVER EVER ORDER FROM THIS RESTAUR"
New Punjabi Food Corner,"Opposite Wipro Gate 12, Electronic City, Bangalore",Electronic City,"North Indian, Chinese",4.0,960,500.0,medium,Yes,Yes,Quick Bites,False,False,False,True,True,"[('Rated 4.0', 'RATED\n  We had ordered Chicken Kali Mirch and dal Tadka.The taste was good.The chicken curry was good but chicken was not cooked well.Dal Tadka was great in taste.The aroma of roasted cumin was adding a good flavour.The location is good as it is outside Wipro gate no 13.it is the perfect place for Wiproites to have a good lunch as well as dinner.'), ('Rated 4.0', 'RATED\n  Been here multiple times.\nRegular place for lunch with my teammates.\nI like their starters and curry - rotis.\nGood quantity for both their curries and appetizers.\nHighly recommend for affordable and dece"
BOX8- Desi Meals,"Doddathoguru Road, Konappana Agrahara, Electronic City, Bangalore",Electronic City,"North Indian, Mughlai, Fast Food",4.2,564,500.0,medium,Yes,No,"Takeaway, Delivery",False,False,False,True,True,"[('Rated 5.0', ""RATED\n  I have been really excited to try their bhuna kebab meal for a long time. Finally when I got my hands on it, I could understand that it's really worth all the praise. The portion is filling for one person, letting you enjoy different items all in one box cooked to perfection. If you have access to Box8 near you, definitely try it out!""), ('Rated 4.0', 'RATED\n  I ordered food at home and it was amazing and delicious !! Loved the seekh kababs ,they were so juicy !! Also the combo meal was quite sufficient. Keep the good work up guys !!'), ('Rated 4.0', 'RATED\n  If you "
Swad 'E' Punjab,"Panchayati Building, Opposite BHEL, Velankani Road, Electronic City, Bangalore",Electronic City,"North Indian, Chinese, Mughlai",3.6,216,500.0,medium,Yes,No,Casual Dining,False,True,True,True,True,"[('Rated 1.0', 'RATED\n  Found place very unhygienic kitchen looks very messy.ordered chicken Tandoori and chicken Kolaphuri.chicken used in both the dishes was not fresh.Loads of food color is used,not only your fingers but also tongue turns red.Person sitting at cash counter was not bothered to listen for feedback.Dont waste money in this sick place.'), ('Rated 5.0', 'RATED\n  Very good quality and quantity food. I have tried their Paneer tikka and butter chicken recently and it was amazing. Price is Ok and  worth it. Ambiance is also quite good and I liked it'), ('Rated 1.0', 'RATED\n  Low "
Popular Burger,"Shop 6, Krishnappa Gowda Building, Doddathogur, Opp: Wipro Gate-12, Electronic City, Bangalore",Electronic City,"Fast Food, Burger",4.1,150,200.0,low,Yes,No,Quick Bites,False,False,False,False,True,"[('Rated 5.0', ""RATED\n  This road side stall is at a place where McDonald's, Burger King are hardly 50m away, but you will always find this place super crowded. Reason - tasty burgers that are worth every penny.""), ('Rated 5.0', 'RATED\n  Ordered from here yesterday. No disappointment at all. Went for the 5 burger combo. All neatly packed. The burger was tasty and worth every penny. Thanks for an economical combo'), ('Rated 4.0', 'RATED\n  Ordered chicken cheese burger and veg burger couple of times. Quantity is pretty huge and taste was good. They have many good offer too. Will try there oth"
Moriz Restaurant,"Unit 1, Ajmera Avenue, Neeladri, Phase 1, Electronic City, Bangalore",Electronic City,"Arabian, Seafood, North Indian, Chinese, BBQ, Biryani, Beverages",3.1,1365,700.0,medium,Yes,No,Casual Dining,False,True,True,True,True,"[('Rated 1.0', 'RATED\n  My Sunday lunch turned into a highly disappointing experience. Had ordered the chicken Manchurian, butter chicken, coin paratha and Malabar biryani. And I so wish I could appreciate even one item on the menu! None of the dishes had any life in it. Manchurian was weird, butter chicken was bland, biryani was over cooked and not even close to resembling malabar Biriyani! And their service was really sad! The plate served to me was broken. Not recommended for dine out. You may take a chance with their take away though. At your own risk!'), ('Rated 2.0', ""RATED\n  Ok restau"
Desi Dhaba,"Hosur Main Road, Electronic City, Bangalore",Electronic City,"Chinese, North Indian",3.8,303,300.0,low,Yes,No,Quick Bites,False,False,False,True,True,"[('Rated 1.0', 'RATED\n  Very bad food. I ordered dal from this place and the taste was horrible'), ('Rated 3.0', 'RATED\n  good was okay here'), ('Rated 1.0', 'RATED\n  Pathetic food delivered. Chicken was not properly washed, there was blood present, and the gravy was also not good.I ordered Chicken Hyderabadi and 4 chapatis, chapatis were cold and were not in good condition too. 1 star is for delivery boy for delivering food in time'), ('Rated 1.0', 'RATED\n  I have ordered special chicken Biryani from this restaurant,I thrown that biryani in dust bin,that is not hot, no taste I think that "
Amaravathi Mess,"Oppoiste HP Surya Wave, Velankani Road, Phase 1, Electronic City, Bangalore",Electronic City,"Andhra, Biryani",3.6,108,400.0,medium,Yes,No,Quick Bites,False,False,False,True,True,"[('Rated 5.0', 'RATED\n  Had chicken 65 biriyani, was very extremely satisfying, not too spicy nor too salty... Quality of the foow was very good.. Chicken 65 pieces was very tasty and was very tender will definitely try again'), ('Rated 3.0', ""RATED\n  Ordered Chicken fried biryani and chicken fried rice. Taste wise it's okay and quantity wise as well good. Quality of rice in biryani is good but the rice quality of chicken fried rice could be better.""), ('Rated 4.0', 'RATED\n  This place serves the best Andhra meals in a budget friendly price. Feel extremely worthy. Must try this place once. "
Fish Chain,"Kitchens@, 1st Floor Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",Electronic City,"Seafood, BBQ, Biryani",0.0,0,250.0,low,Yes,No,"Takeaway, Delivery",False,False,False,False,True,"[('Rated 5.0', 'RATED\n  I ordered from this place and my god was I taken aback! Tasty like homemade... The food was so perfectly pecked, in perfect portions and just a delight to eat! I think this will be my go to place for takeaway going forward.')]"
